0.0,1.0,1.0,0.0,0.004
1.662233e-07,1.0,1.0,-5.1403063e-21,0.004
3.324466e-07,1.0,1.0,-1.5433731e-20,0.004
6.648932e-07,1.0,1.0,-4.635245e-20,0.004
9.973398e-07,1.0,1.0,-9.798614e-20,0.004
1.3297864e-06,1.0,1.0,-1.7043732e-19,0.004
4.6542523e-06,1.0,1.0,-2.0619479e-18,0.004
7.978719e-06,1.0,1.0,-6.148379e-18,0.004
1.1303185e-05,1.0,1.0,-1.2531789e-17,0.004
1.4627651e-05,1.0,1.0,-2.1314653e-17,0.004
4.787231e-05,1.0,1.0,-2.636495e-16,0.004
8.1116974e-05,1.0,1.0,-8.5856906e-16,0.004
0.00011436163,1.0,1.0,-1.9083595e-15,0.004
0.00014760629,1.0,1.0000001,-3.5151867e-15,0.004
0.00018085096,1.0000001,1.0000001,-5.7810897e-15,0.004
0.00032871505,1.0000004,1.0000005,-2.6494257e-14,0.004
0.00047657915,1.000001,1.0000013,-7.118835e-14,0.004
0.00062444323,1.0000019,1.0000027,-1.4873084e-13,0.004
0.00077230734,1.0000036,1.0000049,-2.6791555e-13,0.004
0.00092017144,1.0000057,1.0000079,-4.3745316e-13,0.004
0.0010869211,1.0000092,1.0000126,-6.998302e-13,0.004
0.0012536707,1.0000136,1.000019,-1.0494043e-12,0.004
0.0014204204,1.0000194,1.0000272,-1.4981964e-12,0.004
0.00158717,1.0000267,1.0000373,-2.0580293e-12,0.004
0.0017539196,1.0000355,1.0000497,-2.740511e-12,0.004
0.0019477291,1.0000479,1.0000672,-3.702919e-12,0.004
0.0021415385,1.0000631,1.0000883,-4.863815e-12,0.004
0.0023353482,1.000081,1.0001135,-6.2401586e-12,0.004
0.0025291576,1.0001018,1.0001428,-7.848398e-12,0.004
0.0027229672,1.000126,1.0001767,-9.704441e-12,0.004
0.0029167766,1.0001537,1.0002154,-1.182362e-11,0.004
0.003046216,1.0001742,1.0002441,-1.33928355e-11,0.004
0.0031756554,1.0001965,1.0002753,-1.5090243e-11,0.004
0.0033050948,1.0002204,1.0003089,-1.6919952e-11,0.004
0.0034345342,1.0002463,1.0003449,-1.8885938e-11,0.004
0.0035639734,1.0002741,1.0003836,-2.0992045e-11,0.004
0.0036934128,1.0003037,1.0004249,-2.3241978e-11,0.004
0.0039938036,1.0003804,1.0005314,-2.9037127e-11,0.004
0.0042941943,1.0004687,1.0006536,-3.5667372e-11,0.004
0.0045945854,1.0005691,1.000792,-4.3169985e-11,0.004
0.004894976,1.0006822,1.0009475,-5.1577794e-11,0.004
0.005195367,1.0008087,1.0011204,-6.091907e-11,0.004
0.005495758,1.000949,1.0013114,-7.12174e-11,0.004
0.005796149,1.0011036,1.0015209,-8.249165e-11,0.004
0.0062088086,1.0013402,1.0018393,-9.9595755e-11,0.004
0.006621469,1.0016054,1.0021937,-1.1858912e-10,0.004
0.007034129,1.0019003,1.0025842,-1.3947629e-10,0.004
0.0074467887,1.0022255,1.0030111,-1.622448e-10,0.004
0.007859449,1.0025812,1.0034739,-1.8686558e-10,0.004
0.008272109,1.0029681,1.0039718,-2.1329338e-10,0.004
0.008684769,1.0033858,1.004504,-2.414674e-10,0.004
0.009097429,1.0038346,1.0050693,-2.71312e-10,0.004
0.009529107,1.0043368,1.0056944,-3.0422254e-10,0.004
0.009960786,1.0048722,1.0063522,-3.387455e-10,0.0040000007
0.010392466,1.00544,1.0070404,-3.7474918e-10,0.0040000007
0.010824144,1.0060394,1.0077565,-4.120891e-10,0.0040000007
0.011255823,1.0066692,1.0084977,-4.5060988e-10,0.0040000007
0.011687501,1.0073282,1.0092615,-4.9014653e-10,0.0040000007
0.0121191805,1.008015,1.0100446,-5.305264e-10,0.0040000007
0.012550859,1.0087283,1.010844,-5.715708e-10,0.0040000007
0.013099947,1.0096707,1.0118793,-6.244504e-10,0.0040000007
0.013649036,1.0106492,1.012929,-6.777274e-10,0.004000001
0.014198124,1.0116599,1.0139863,-7.3101925e-10,0.004000001
